age,height_cm,weight_kg,gender_enc,bmi,activity_level,goal,diet_pref,sleep_hours,workout_freq,calorie_target,diet_category,exercise_category
59,150.0,77.2,0,34.32,0,3,4,6.5,0.0,2304.0,4,4
61,168.7,60.9,0,21.39,0,3,4,8.7,1.0,2236.0,4,4
49,176.9,70.9,1,22.65,3,3,1,7.6,2.0,3030.0,1,2
56,182.3,67.2,0,20.21,4,3,3,6.4,3.0,3519.0,3,2
25,168.6,54.7,0,19.23,1,3,1,6.5,2.0,2636.0,1,2
32,165.7,68.2,0,24.85,3,1,0,7.0,4.0,3147.0,0,2
32,178.7,43.9,0,13.75,3,1,2,6.6,4.0,2867.0,3,2
18,191.5,66.2,1,18.05,5,1,0,7.0,5.0,3666.0,0,2
46,171.1,70.2,1,23.99,4,3,4,6.9,5.0,3224.0,4,2
16,167.8,68.9,0,24.46,2,2,0,7.1,1.0,2877.0,1,2
27,185.1,102.3,1,29.86,3,3,4,5.2,3.0,3849.0,4,2
54,156.4,75.6,1,30.89,3,0,2,7.7,3.0,1797.0,3,3
19,170.8,103.8,0,35.59,5,3,4,6.5,6.0,4630.0,4,2
57,198.9,47.3,0,11.96,1,0,2,7.8,2.0,1525.0,3,4
28,175.4,87.8,1,28.52,0,1,3,9.0,0.0,2458.0,3,1
49,179.2,75.9,0,23.62,3,0,3,5.7,3.0,2376.0,3,3
57,166.1,70.2,1,25.47,0,3,2,7.1,1.0,2153.0,3,4
36,177.0,48.1,0,15.36,4,2,1,6.6,4.0,2984.0,1,2
37,184.6,78.1,1,22.93,3,0,2,7.4,3.0,2291.0,3,3
19,151.8,112.9,1,48.99,1,2,4,5.1,0.0,2806.0,4,1
33,168.8,79.9,1,28.04,1,3,3,6.7,2.0,2702.0,3,2
20,174.2,71.2,1,23.45,4,3,3,6.3,3.0,3525.0,3,2
34,169.3,74.7,0,26.05,0,0,2,8.5,0.0,1518.0,3,0
17,164.2,82.6,0,30.66,2,0,1,8.7,2.0,2297.0,2,3
27,186.7,100.1,1,28.71,4,1,2,6.7,3.0,4008.0,3,2
32,172.4,65.3,0,21.97,2,2,4,6.0,2.0,2743.0,4,2
25,161.6,75.3,0,28.85,1,0,4,6.2,0.0,1809.0,4,0
49,181.8,72.1,1,21.81,1,3,0,7.0,1.0,2595.0,1,2
21,186.7,63.8,1,18.31,3,0,1,5.7,4.0,2204.0,0,3
23,183.7,75.5,1,22.39,1,3,3,7.5,0.0,2838.0,3,2
26,165.0,99.6,1,36.56,0,1,4,6.8,0.0,2533.0,4,4
27,165.5,60.3,1,21.99,1,2,4,7.3,1.0,2144.0,4,1
24,157.5,78.6,1,31.69,5,2,1,7.4,5.0,3280.0,1,2
17,173.0,79.2,1,26.46,3,1,2,8.2,3.0,3258.0,3,2
23,183.2,71.8,0,21.4,4,0,0,7.6,3.0,2881.0,0,3
26,176.8,79.7,0,25.52,5,2,4,7.3,4.0,3855.0,4,2
51,191.0,79.0,1,21.64,3,1,0,7.2,4.0,3154.0,0,2
25,150.0,55.5,0,24.69,4,1,3,5.2,3.0,3059.0,3,2
36,171.7,70.9,1,24.06,3,1,0,7.2,2.0,2936.0,0,2
35,180.0,71.7,1,22.14,1,1,4,7.6,2.0,2521.0,4,1
63,162.7,53.1,0,20.07,2,1,2,6.9,3.0,2369.0,3,1
23,156.4,73.1,1,29.86,5,3,4,8.5,5.0,3464.0,4,2
51,155.5,71.5,0,29.57,0,0,3,5.7,1.0,1274.0,3,0
44,171.3,108.4,1,36.97,2,2,0,6.3,1.0,3049.0,1,2
57,155.2,57.2,1,23.72,0,1,2,6.4,0.0,1765.0,3,4
27,187.7,90.0,0,25.55,1,3,2,7.0,1.0,3272.0,3,2
29,176.2,80.5,1,25.94,5,0,0,6.4,4.0,2751.0,0,3
63,167.6,90.6,1,32.25,3,0,0,5.9,2.0,2098.0,2,3
36,169.0,57.6,1,20.15,3,3,0,6.7,3.0,2827.0,1,2
37,183.0,40.0,1,11.95,4,1,3,7.9,4.0,2726.0,3,2
36,186.1,70.1,0,20.23,2,2,2,7.7,1.0,2918.0,3,2
59,158.8,85.9,0,34.06,0,1,4,6.4,0.0,2323.0,4,4
45,161.2,66.2,0,25.48,3,3,3,6.7,3.0,3101.0,3,2
54,165.7,69.3,0,25.25,1,1,0,6.3,0.0,2463.0,0,1
35,162.5,107.6,0,40.73,3,2,0,5.9,4.0,3614.0,1,2
39,150.0,58.9,0,26.18,4,3,4,7.4,4.0,3139.0,4,2
38,160.2,88.7,1,34.54,5,1,4,5.8,4.0,3524.0,4,2
22,161.6,54.3,0,20.82,3,0,4,7.6,2.0,2048.0,4,3
24,155.6,92.7,0,38.29,1,3,1,8.6,0.0,3054.0,1,2
16,175.3,70.7,1,23.03,3,0,3,7.3,3.0,2244.0,3,3
41,168.5,80.8,0,28.46,0,2,1,7.6,0.0,2293.0,1,1
53,177.4,60.4,1,19.2,0,2,4,7.5,1.0,1845.0,4,1
53,158.2,73.7,1,29.45,3,1,2,6.6,3.0,2692.0,3,2
59,177.6,75.0,0,23.79,1,0,3,7.3,0.0,1709.0,3,4
37,171.7,46.6,1,15.78,5,0,1,7.3,4.0,1936.0,0,3
59,163.4,63.1,1,23.64,1,1,0,6.4,0.0,2095.0,0,4
25,189.3,76.8,0,21.45,3,2,3,4.7,2.0,3458.0,3,2
21,171.4,58.4,1,19.9,1,0,2,6.1,2.0,1460.0,3,0
32,163.7,75.2,0,28.05,0,0,2,6.2,1.0,1493.0,3,0
53,173.4,68.7,1,22.85,0,1,4,7.5,0.0,2063.0,4,1
39,158.6,82.7,1,32.86,0,2,4,5.7,0.0,2055.0,4,4
25,167.9,69.0,1,24.47,4,1,0,8.7,4.0,3211.0,0,2
23,194.3,114.9,0,30.41,5,0,2,8.5,5.0,4056.0,3,3
36,150.0,40.0,1,17.78,2,1,4,7.9,1.0,1995.0,4,1
21,163.7,57.7,0,21.55,0,1,1,6.5,0.0,2250.0,0,1
36,168.2,84.2,0,29.75,3,2,4,5.1,4.0,3264.0,4,2
54,165.6,75.3,0,27.47,5,1,0,7.7,5.0,3497.0,0,2
39,164.0,79.9,1,29.69,4,3,0,6.3,4.0,3388.0,1,2
48,190.3,40.0,1,11.04,3,3,1,7.7,4.0,2650.0,1,2
33,163.3,68.7,1,25.76,1,3,3,7.5,2.0,2500.0,3,2
43,174.8,72.1,0,23.61,2,0,2,6.6,1.0,2035.0,3,3
47,162.6,83.0,0,31.36,4,0,0,5.9,5.0,2621.0,2,3
27,174.8,78.4,0,25.66,1,2,2,7.2,1.0,2701.0,3,1
63,181.2,72.2,0,21.99,1,1,1,5.6,1.0,2574.0,0,4
57,169.1,70.2,1,24.53,0,2,1,7.3,1.0,1875.0,1,4
42,163.1,49.3,0,18.53,3,1,3,7.4,2.0,2706.0,3,2
25,168.5,78.2,0,27.54,1,2,0,6.4,1.0,2659.0,1,1
61,176.4,69.8,1,22.42,5,1,1,5.6,5.0,3119.0,0,2
57,180.4,64.2,1,19.74,1,3,4,8.5,0.0,2420.0,4,4
47,173.1,71.8,0,23.95,1,2,2,6.5,0.0,2458.0,3,1
57,169.0,65.5,1,22.93,2,1,2,6.8,1.0,2412.0,3,1
41,185.3,46.0,0,13.38,4,3,4,8.0,3.0,3294.0,4,2
40,162.5,83.8,1,31.75,5,0,2,6.5,6.0,2535.0,3,3
26,165.1,105.7,1,38.8,5,1,4,6.3,6.0,4045.0,4,2
38,191.5,77.0,1,20.99,5,1,2,8.8,6.0,3682.0,3,2
49,168.8,77.3,0,27.12,0,1,1,6.3,0.0,2356.0,0,1
55,177.9,99.0,1,31.28,4,2,3,8.1,5.0,3465.0,3,2
38,159.4,106.3,0,41.84,1,0,0,7.1,0.0,2126.0,4,0
44,182.0,68.8,0,20.78,5,2,0,7.1,5.0,3522.0,1,2
46,156.2,59.0,1,24.18,2,0,0,6.5,1.0,1372.0,0,3
22,155.3,79.9,0,33.11,1,2,0,6.8,0.0,2588.0,1,1
55,180.7,74.8,0,22.92,3,1,0,8.6,4.0,3223.0,0,2
48,165.7,89.4,1,32.57,4,1,4,7.8,4.0,3354.0,4,2
36,167.1,72.1,1,25.81,0,2,1,5.8,0.0,2009.0,1,1
17,175.2,73.4,0,23.92,2,1,3,6.1,3.0,3160.0,3,1
33,166.5,54.7,0,19.73,4,2,0,7.3,3.0,3013.0,1,2
62,157.4,90.4,0,36.47,1,2,2,7.6,0.0,2476.0,3,4
48,163.2,60.6,0,22.74,0,0,2,7.7,1.0,1219.0,3,0
52,158.3,50.5,1,20.16,2,1,3,6.9,1.0,2114.0,3,1
49,183.9,40.0,0,11.82,5,1,0,6.2,5.0,3069.0,0,2
35,184.5,70.2,1,20.62,1,1,0,6.3,0.0,2538.0,0,1
50,159.9,59.2,0,23.16,1,2,1,4.9,1.0,2152.0,1,1
33,175.2,67.8,0,22.08,4,0,2,8.5,4.0,2615.0,3,3
61,166.7,63.2,1,22.74,1,1,2,4.6,1.0,2111.0,3,4
39,187.5,65.4,1,18.61,1,3,4,6.8,1.0,2622.0,4,2
23,198.4,57.2,1,14.52,2,2,2,5.4,2.0,2681.0,3,2
45,178.8,58.5,0,18.31,1,1,0,6.5,2.0,2489.0,0,1
59,163.8,54.9,1,20.46,3,0,0,7.5,4.0,1477.0,0,3
25,156.1,68.5,0,28.1,3,2,2,4.9,2.0,2957.0,3,2
38,172.9,51.4,0,17.18,0,2,4,7.3,0.0,1992.0,4,1
64,168.1,94.6,1,33.48,5,2,3,7.8,4.0,3332.0,3,2
26,152.7,71.8,0,30.81,3,2,2,6.6,3.0,2970.0,3,2
17,171.0,44.4,0,15.18,5,3,3,9.0,5.0,3464.0,3,2
41,195.3,76.0,0,19.9,3,0,2,5.0,3.0,2621.0,3,3
51,179.7,55.8,1,17.3,4,2,3,5.5,5.0,2704.0,3,2
48,156.1,90.8,0,37.29,3,2,0,6.7,4.0,3144.0,1,2
62,169.8,61.0,0,21.15,1,2,0,6.7,1.0,2178.0,1,4
28,174.5,97.1,0,31.89,4,0,3,7.1,3.0,3210.0,3,3
55,175.9,90.0,0,29.08,3,1,1,7.8,3.0,3433.0,0,2
40,150.4,130.0,1,57.5,1,3,0,5.9,0.0,3183.0,1,2
19,168.6,73.8,1,25.95,0,3,4,5.8,1.0,2442.0,4,2
57,173.1,84.4,0,28.16,4,3,4,6.4,5.0,3728.0,4,2
34,167.8,72.2,0,25.66,1,1,3,7.9,1.0,2658.0,3,1
33,150.0,73.5,0,32.68,4,0,1,7.7,3.0,2424.0,2,3
52,168.2,94.2,0,33.3,0,0,4,6.9,0.0,1636.0,4,4
45,179.4,85.9,1,26.69,0,3,0,6.5,0.0,2513.0,1,2
34,163.1,70.3,1,26.43,4,3,2,6.9,5.0,3245.0,3,2
38,164.4,95.8,1,35.45,1,2,2,7.3,2.0,2547.0,3,1
31,186.8,90.0,1,25.81,2,0,0,7.1,2.0,2265.0,0,3
16,167.6,100.0,1,35.61,4,1,1,5.7,4.0,3883.0,0,2
27,171.3,94.0,1,32.01,5,1,3,5.7,6.0,3879.0,3,2
39,150.0,65.6,0,29.17,2,1,0,6.8,2.0,2626.0,0,1
49,157.4,63.7,0,25.73,5,0,2,7.7,5.0,2311.0,3,3
23,196.3,64.3,0,16.7,1,3,3,6.0,1.0,3020.0,3,2
33,189.9,86.1,1,23.87,5,3,1,7.4,5.0,4042.0,1,2
63,175.7,96.2,0,31.16,3,0,4,5.4,4.0,2568.0,4,3
20,150.0,91.0,0,40.47,4,3,2,7.1,5.0,3931.0,3,2
41,154.0,46.3,0,19.52,0,2,1,6.3,0.0,1771.0,1,1
45,153.7,59.1,1,25.03,5,2,0,5.1,5.0,2632.0,1,2
28,153.5,84.3,1,35.77,5,2,1,6.5,5.0,3303.0,1,2
34,165.4,94.1,0,34.42,3,2,1,5.9,4.0,3422.0,1,2
44,179.4,77.5,0,24.1,1,2,3,6.8,2.0,2612.0,3,1
18,162.4,99.5,1,37.72,0,0,2,7.4,0.0,1661.0,3,4
41,166.3,40.0,1,14.47,4,1,2,7.4,3.0,2489.0,3,2
55,166.3,68.2,0,24.67,1,3,1,5.2,2.0,2596.0,1,2
27,180.8,97.5,1,29.82,4,2,0,7.5,3.0,3738.0,1,2
17,180.7,78.1,1,23.92,3,2,1,7.4,3.0,3171.0,1,2
26,171.9,57.5,0,19.45,4,1,0,6.6,3.0,3347.0,0,2
59,185.3,86.2,0,25.1,5,1,3,5.9,6.0,3911.0,3,2
43,165.4,74.5,0,27.22,0,1,2,6.6,0.0,2332.0,3,1
33,191.0,63.7,1,17.46,4,1,2,8.5,4.0,3308.0,3,2
28,162.7,43.7,0,16.51,3,0,2,7.5,3.0,1826.0,3,3
52,150.0,84.5,0,37.57,3,3,2,7.9,2.0,3235.0,3,2
37,154.8,52.4,1,21.87,0,1,3,6.1,0.0,1825.0,3,1
27,153.8,110.6,1,46.75,2,3,1,6.5,2.0,3345.0,1,2
17,161.1,40.0,0,15.41,5,2,2,5.8,6.0,2954.0,3,2
52,183.5,73.0,0,21.67,2,1,4,6.4,2.0,2964.0,4,1
22,164.6,85.5,0,31.56,4,2,0,8.2,3.0,3680.0,1,2
41,153.7,53.7,1,22.72,3,0,0,6.6,3.0,1502.0,0,3
41,152.5,59.2,1,25.46,1,2,2,6.4,2.0,1922.0,3,1
39,169.3,87.3,0,30.46,1,0,0,7.2,0.0,1944.0,2,0
27,188.3,54.9,0,15.48,3,2,0,6.5,2.0,3053.0,1,2
31,172.7,106.6,1,35.75,1,3,3,7.1,1.0,3115.0,3,2
38,181.3,73.0,1,22.2,5,0,0,6.5,5.0,2575.0,0,3
55,174.8,64.4,0,21.09,0,1,3,7.2,0.0,2211.0,3,1
24,151.7,101.2,1,43.99,4,0,0,6.7,5.0,2740.0,4,3
47,177.2,52.9,1,16.86,3,1,3,6.0,3.0,2591.0,3,2
30,156.3,103.1,0,42.2,4,0,0,7.9,4.0,3091.0,4,3
52,165.0,54.3,1,19.95,0,1,4,8.6,0.0,1834.0,4,1
28,161.3,94.7,1,36.37,1,0,1,7.4,2.0,1824.0,4,0
20,168.8,105.6,1,37.07,3,2,3,5.6,2.0,3490.0,3,2
26,167.0,70.1,1,25.14,5,2,4,6.8,6.0,3208.0,4,2
25,165.4,70.1,0,25.6,0,2,1,7.2,0.0,2238.0,1,1
28,166.7,66.9,1,24.07,0,1,1,5.5,0.0,2141.0,0,1
56,173.2,57.9,1,19.31,5,2,4,6.5,6.0,2742.0,4,2
61,166.7,73.5,0,26.46,4,3,2,5.7,3.0,3406.0,3,2
30,167.9,88.3,1,31.32,3,3,2,6.1,3.0,3398.0,3,2
57,193.9,82.6,0,21.96,4,2,3,7.3,4.0,3640.0,3,2
22,182.5,81.2,1,24.37,4,0,2,7.0,4.0,2744.0,3,3
55,164.0,58.8,1,21.86,0,2,3,6.0,0.0,1713.0,3,1
43,171.3,52.6,1,17.93,4,1,4,6.9,5.0,2769.0,4,2
47,170.3,103.8,0,35.78,1,1,2,6.7,0.0,3025.0,3,1
50,171.0,48.0,1,16.41,1,3,2,7.8,2.0,2164.0,3,2
30,169.7,69.3,0,24.04,0,0,0,5.1,0.0,1480.0,0,0
63,171.0,85.5,0,29.24,4,1,0,6.3,3.0,3517.0,0,2
51,167.0,99.4,1,35.64,1,1,1,8.4,0.0,2679.0,0,1
36,162.6,72.4,1,27.37,2,3,0,6.0,3.0,2769.0,1,2
21,165.3,76.9,0,28.14,2,0,4,6.0,3.0,2189.0,4,3
16,150.0,63.5,0,28.22,4,3,3,6.5,5.0,3445.0,3,2
19,178.3,103.2,0,32.43,0,2,3,8.1,0.0,2767.0,3,4
26,175.8,96.7,0,31.29,1,0,0,7.4,0.0,2218.0,2,0
59,194.1,54.0,0,14.33,3,0,0,6.0,4.0,2074.0,0,3
41,155.7,83.8,0,34.59,3,2,3,6.9,4.0,3079.0,3,2
52,165.2,69.9,0,25.63,1,0,1,6.7,2.0,1580.0,0,0
38,184.0,77.6,0,22.93,4,3,2,7.4,4.0,3908.0,3,2
44,174.3,57.6,0,18.95,2,3,1,7.0,2.0,2848.0,1,2
36,189.6,40.0,1,11.13,2,1,4,7.2,1.0,2378.0,4,1
63,187.7,52.0,0,14.77,1,3,4,6.7,1.0,2503.0,4,4
60,150.0,62.0,0,27.56,5,3,2,8.2,5.0,3125.0,3,2
60,173.1,63.0,0,21.04,2,0,2,7.0,3.0,1746.0,3,3
64,173.2,40.0,0,13.34,1,3,1,6.4,0.0,2205.0,1,4
42,169.7,77.6,1,26.94,0,3,3,8.0,0.0,2359.0,3,2
54,164.8,46.6,0,17.17,2,2,2,7.5,3.0,2208.0,3,2
55,188.7,71.3,1,20.01,5,2,1,6.2,4.0,3213.0,1,2
28,169.7,50.7,1,17.61,4,0,1,4.0,5.0,1956.0,0,3
38,150.0,40.0,1,17.78,5,2,3,7.5,4.0,2273.0,3,2
31,164.7,71.1,1,26.22,2,3,1,6.6,3.0,2808.0,1,2
45,194.9,68.4,0,18.01,1,0,4,7.0,2.0,1862.0,4,0
19,156.6,73.7,1,30.06,3,3,3,8.1,2.0,3118.0,3,2
55,184.6,100.7,0,29.56,2,1,0,6.1,2.0,3381.0,0,1
31,182.5,84.8,0,25.45,5,1,1,6.0,6.0,4127.0,0,2
46,166.9,107.5,0,38.57,1,2,2,5.7,1.0,2903.0,3,1
57,172.3,66.5,1,22.4,2,3,2,9.0,3.0,2608.0,3,2
40,169.2,59.0,1,20.62,2,2,3,8.1,2.0,2294.0,3,2
59,163.7,80.3,0,29.96,2,0,2,7.6,2.0,1930.0,3,3
27,162.0,105.5,1,40.19,3,3,2,5.3,2.0,3655.0,3,2
41,187.0,51.9,1,14.82,1,1,0,5.7,2.0,2267.0,0,1
52,167.9,97.2,1,34.47,5,2,2,7.6,4.0,3501.0,3,2
63,160.7,80.6,0,31.18,0,3,3,7.4,1.0,2400.0,3,4
48,176.6,64.1,1,20.54,5,3,3,6.8,6.0,3287.0,3,2
43,175.1,99.1,0,32.3,4,1,4,5.8,4.0,4013.0,4,2
24,152.1,50.4,1,21.79,3,0,1,7.9,4.0,1575.0,0,3
27,162.3,84.0,1,31.91,4,1,1,8.6,3.0,3411.0,0,2
20,150.0,68.7,1,30.52,4,0,1,7.4,4.0,2140.0,2,3
43,200.0,92.1,0,23.03,0,2,3,6.3,0.0,2653.0,3,1
50,165.6,78.0,1,28.44,2,2,2,8.4,2.0,2477.0,3,2
20,161.9,91.7,0,35.01,0,2,1,7.2,1.0,2501.0,1,4
49,164.0,72.9,0,27.09,4,2,2,8.5,4.0,3176.0,3,2
61,160.9,64.2,1,24.77,3,0,2,6.7,4.0,1588.0,3,3
49,167.8,70.5,1,25.05,4,0,4,8.9,5.0,2112.0,4,3
28,184.8,75.3,0,22.04,4,2,1,6.6,3.0,3669.0,1,2
54,171.2,78.3,0,26.74,0,2,3,6.4,1.0,2206.0,3,1
57,153.3,84.3,1,35.84,1,3,3,7.7,1.0,2463.0,3,4
60,156.2,72.3,1,29.62,4,3,4,6.9,3.0,2953.0,4,2
63,172.1,84.2,1,28.44,1,1,1,7.3,0.0,2433.0,0,4
29,160.0,111.9,0,43.72,2,0,2,6.1,3.0,2618.0,3,3
26,167.7,59.0,1,20.97,4,1,1,6.1,5.0,3009.0,0,2
57,200.0,90.1,1,22.52,0,0,3,6.7,1.0,1596.0,3,4
53,157.9,59.7,0,23.95,5,0,3,7.3,6.0,2199.0,3,3
19,152.6,55.0,0,23.61,2,2,3,6.3,3.0,2492.0,3,2
48,161.1,97.8,1,37.69,3,2,2,8.0,2.0,3033.0,3,2
22,150.0,55.8,0,24.79,4,1,3,6.9,5.0,3092.0,3,2
56,185.4,71.5,0,20.81,0,2,1,8.5,1.0,2219.0,1,4
23,156.1,57.6,1,23.64,4,2,2,6.1,3.0,2723.0,3,2
52,158.3,115.5,1,46.09,0,2,1,7.3,0.0,2368.0,1,4
25,154.0,71.5,0,30.14,0,3,0,7.4,0.0,2469.0,1,2
58,150.0,52.2,0,23.19,1,0,0,7.2,1.0,1200.0,0,4
30,169.3,56.4,1,19.66,4,2,2,7.0,5.0,2791.0,3,2
53,161.0,110.2,1,42.52,0,2,3,7.8,0.0,2318.0,3,4
30,150.0,68.1,0,30.29,0,0,3,5.9,0.0,1319.0,3,0
20,165.5,70.5,0,25.74,2,1,2,7.3,2.0,3000.0,3,1
44,174.4,98.7,1,32.46,4,3,1,6.1,4.0,3823.0,1,2
34,164.7,94.9,1,34.99,5,3,0,6.5,6.0,3895.0,1,2
25,177.2,56.2,0,17.9,5,3,3,7.2,5.0,3699.0,3,2
27,190.4,57.7,0,15.91,2,3,3,7.9,2.0,3137.0,3,2
19,179.8,62.0,1,19.2,1,2,0,5.8,2.0,2346.0,1,1
46,172.6,66.1,1,22.19,1,2,2,8.5,0.0,2155.0,3,1
33,179.7,87.0,1,26.92,0,0,2,7.9,1.0,1551.0,3,0
31,196.7,70.4,1,18.2,0,3,2,7.0,1.0,2541.0,3,2
55,152.7,66.5,0,28.51,0,3,3,6.0,0.0,2219.0,3,2
51,177.6,72.1,0,22.86,4,2,1,8.4,3.0,3304.0,1,2
40,158.0,61.8,1,24.75,4,3,4,7.4,5.0,2965.0,4,2
38,172.9,100.0,1,33.45,5,2,2,7.4,4.0,3759.0,3,2
27,154.1,59.5,0,25.03,3,0,4,6.4,4.0,2013.0,4,3
49,179.1,72.5,1,22.6,0,1,1,7.2,0.0,2176.0,0,1
51,173.4,83.1,0,27.66,5,0,3,6.4,5.0,2879.0,3,3
52,188.0,84.1,1,23.81,2,2,4,8.1,3.0,2773.0,4,2
18,166.7,65.0,1,23.38,5,1,2,8.1,4.0,3332.0,3,2
24,166.4,91.7,0,33.15,3,0,4,6.9,4.0,2728.0,4,3
33,166.5,110.6,0,39.9,4,2,0,6.5,3.0,4074.0,1,2
58,199.5,104.4,0,26.23,4,2,1,7.7,4.0,4112.0,1,2
50,177.6,40.0,1,12.68,0,1,0,7.6,0.0,1769.0,0,1
49,186.1,70.5,1,20.35,2,1,1,6.0,2.0,2717.0,0,1
56,178.7,60.1,0,18.82,2,3,1,6.7,2.0,2836.0,1,2
29,180.6,82.0,0,25.15,5,2,3,9.0,6.0,3917.0,3,2
19,152.3,90.9,1,39.21,1,1,1,7.0,1.0,2657.0,0,1
44,163.3,51.3,0,19.25,0,2,1,7.2,0.0,1882.0,1,1
56,162.5,87.6,1,33.16,4,1,2,7.5,4.0,3207.0,3,2
60,170.7,71.5,0,24.54,0,0,0,6.5,1.0,1335.0,0,4
30,168.8,67.3,0,23.62,5,3,4,7.7,5.0,3765.0,4,2
43,150.7,81.5,1,35.89,0,3,3,7.3,0.0,2257.0,3,4
57,170.5,69.4,1,23.86,1,0,1,8.0,0.0,1356.0,0,4
31,150.0,92.4,0,41.06,1,3,2,5.5,0.0,2953.0,3,2
27,179.3,64.9,1,20.19,3,1,1,7.3,2.0,2992.0,0,2
20,171.2,96.0,1,32.74,0,1,3,7.2,0.0,2573.0,3,4
49,184.9,71.6,1,20.94,4,3,0,5.7,5.0,3386.0,1,2
57,172.6,40.0,0,13.43,5,2,4,6.8,4.0,2697.0,4,2
16,164.5,57.5,0,21.28,5,2,2,7.4,6.0,3357.0,3,2
54,151.1,70.1,1,30.72,1,2,3,7.0,2.0,1970.0,3,1
47,165.3,78.7,1,28.8,3,0,3,7.0,4.0,2005.0,3,3
41,160.5,70.2,0,27.24,3,0,1,7.0,3.0,2147.0,0,3
32,174.5,59.5,1,19.53,5,0,2,6.6,5.0,2278.0,3,3
63,164.9,104.1,0,38.25,3,1,4,8.8,2.0,3489.0,4,2
42,177.3,97.3,0,30.96,4,3,3,7.3,3.0,4164.0,3,2
39,186.2,50.3,0,14.49,5,0,4,7.3,6.0,2503.0,4,3
50,153.0,56.8,0,24.27,1,1,0,5.8,2.0,2210.0,0,1
61,170.0,77.7,0,26.91,2,1,1,6.7,2.0,2837.0,0,1
57,169.4,69.3,1,24.13,4,1,4,6.5,4.0,2930.0,4,2
54,173.8,40.0,1,13.25,5,0,3,7.0,4.0,1660.0,3,3
41,178.2,59.1,1,18.59,0,0,3,6.7,0.0,1200.0,3,0
64,189.1,85.2,0,23.84,2,1,3,6.4,2.0,3114.0,3,1
53,156.7,74.0,0,30.15,4,0,3,6.8,3.0,2323.0,3,3
38,151.1,55.2,1,24.18,1,1,2,6.0,2.0,2026.0,3,1
37,172.3,61.9,1,20.87,3,1,1,7.5,4.0,2779.0,0,2
19,175.4,68.0,0,22.1,4,0,2,7.7,5.0,2753.0,3,3
64,178.6,118.1,0,37.0,0,1,2,7.4,0.0,2829.0,3,4
24,160.9,72.7,1,28.07,0,0,1,7.8,1.0,1291.0,2,0
19,151.1,59.0,1,25.85,0,0,3,7.7,0.0,1200.0,3,0
22,184.6,104.5,0,30.64,5,3,0,5.8,4.0,4787.0,1,2
38,176.1,82.4,0,26.57,2,1,2,8.3,3.0,3147.0,3,1
17,165.5,57.5,0,21.01,5,2,4,7.8,4.0,3358.0,4,2
64,150.0,72.3,0,32.15,3,0,2,5.3,4.0,1872.0,3,3
39,162.0,68.6,0,26.13,4,1,1,6.3,4.0,3315.0,0,2
55,178.3,81.9,1,25.74,2,2,2,5.9,2.0,2621.0,3,2
46,175.2,49.4,0,16.08,4,3,4,7.4,5.0,3191.0,4,2
62,153.5,50.6,1,21.47,1,3,2,6.5,2.0,1966.0,3,4
46,177.4,67.4,0,21.4,1,2,0,7.0,1.0,2442.0,1,1
62,168.9,56.2,0,19.68,4,3,2,8.6,3.0,3094.0,3,2
55,185.2,90.3,0,26.33,2,2,4,8.3,2.0,3075.0,4,2
63,161.6,53.5,0,20.48,0,3,3,6.1,0.0,2082.0,3,4
58,162.6,115.3,0,43.63,2,3,0,7.4,1.0,3521.0,1,2
49,171.4,69.3,0,23.58,5,1,3,8.6,4.0,3498.0,3,2
39,165.0,74.4,1,27.32,2,3,2,6.2,2.0,2799.0,3,2
64,159.5,78.3,0,30.78,4,1,4,7.9,3.0,3234.0,4,2
41,192.1,70.7,0,19.16,2,2,1,6.8,2.0,2947.0,1,2
31,187.1,93.2,0,26.65,1,3,0,6.2,0.0,3283.0,1,2
62,158.5,74.6,0,29.71,4,1,4,8.4,3.0,3170.0,4,2
28,172.6,62.6,0,21.01,5,0,1,6.6,5.0,2690.0,0,3
30,151.6,47.4,0,20.63,4,2,0,6.9,4.0,2726.0,1,2
42,190.4,79.0,0,21.8,4,3,0,6.7,3.0,3974.0,1,2
19,179.1,88.5,1,27.57,2,2,2,7.9,2.0,3010.0,3,2
31,182.0,49.2,1,14.84,3,3,1,7.9,4.0,2866.0,1,2
45,167.0,65.1,1,23.36,5,2,0,6.3,5.0,2918.0,1,2
59,184.1,89.4,1,26.37,5,2,0,7.1,4.0,3477.0,1,2
45,184.1,56.7,1,16.72,0,1,2,7.3,0.0,2048.0,3,1
51,168.0,56.5,1,20.02,5,2,2,7.9,6.0,2699.0,3,2
18,156.2,69.3,1,28.39,0,2,3,6.5,0.0,2002.0,3,1
37,175.2,95.7,1,31.16,1,3,3,8.2,2.0,2946.0,3,2
64,168.5,88.5,0,31.19,4,2,3,7.7,3.0,3384.0,3,2
37,192.2,95.7,1,25.9,0,2,3,6.1,0.0,2475.0,3,1
64,170.6,54.1,1,18.59,2,0,1,7.4,3.0,1296.0,0,3
27,171.3,60.1,1,20.5,5,2,1,7.4,4.0,3052.0,1,2
36,179.7,68.8,1,21.31,2,1,4,6.4,1.0,2728.0,4,1
19,170.0,66.5,0,22.99,2,0,4,7.4,2.0,2088.0,4,3
46,178.3,58.0,1,18.24,5,3,3,7.0,6.0,3208.0,3,2
59,163.5,80.7,0,30.16,1,0,3,5.6,1.0,1666.0,3,4
46,156.6,42.7,1,17.4,4,2,1,4.1,4.0,2227.0,1,2
